Category,Subcategory,Name,Scientific name,Life list date,CA obsv (RG 5.5.26),Bay obsv (RG 5.5.26),Peak,Other 1,Other 2,Notes,R1,R1 peak,R2,R2 peak,R3,R3 peak,Star,Marine
Nudibranchs,Cladobranchia,Fernald's Aeolid,Cumanotus fernaldi,#N/A,172,2,,,,,,,,,,,,Yes
Flowers,Clarkia,Temblor Range Clarkia,Clarkia tembloriensis,#N/A,25,2,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,Three-toed Box Turtle,Terrapene triunguis,#N/A,16,2,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,Southern Painted Turtle,Chrysemys dorsalis,#N/A,11,2,,,,,,,,,,,,No
Birds,Water & Shorebirds,Yellow Rail,Coturnicops noveboracensis,#N/A,10,2,,,,,,,,,,,,No
Mammals,Spiny Rats & Hutias,Nutria,Myocastor coypus,#N/A,10,2,,,,,,,,,,,,No
Damselflies,Narrow-winged,Northern Bluet,Enallagma annexum,2024-07-18,91,15,,,,,,,,,,,,No
Flowers,Mariposa Lilies,Shy Mariposa Lily,Calochortus invenustus,#N/A,"1,598",3,,,,Big Bear Lake,,,,,,,,No
Flowers,Hellebores & Trilliums,Giant Purple Wakerobin,Trillium kurabayashii,#N/A,434,3,,,,,,,,,,,,No
Birds,Water & Shorebirds,Craveri's Murrelet,Synthliboramphus craveri,#N/A,169,3,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,Peninsular Cooter,Pseudemys peninsularis,#N/A,17,3,,,,,,,,,,,,No
Flowers,Hellebores & Trilliums,Smallflower Deathcamas,Toxicoscordion micranthum,#N/A,15,3,,,,,,,,,,,,No
Frogs & Toads,Tree Frogs & Allies,Cuban Tree Frog,Osteopilus septentrionalis,#N/A,14,3,,,,,,,,,,,,No
Salamanders,Mole Salamanders,Pacific Giant Salamander,Dicamptodon tenebrosus,#N/A,"3,022",4,,,,,,,,,,,,No
Flowers,Beardtongues,Grinnell's Beardtongue,Penstemon grinnellii,#N/A,2190,4,,,,,,,,,,,,
Moths,Buck & Io Moths,Pandora Pinemoth,Coloradia pandora,#N/A,291,4,,,,,,,,,,,,No
Butterflies,Whites,Gray Marble,Anthocharis lanceolata,#N/A,151,4,,,,,,,,,,,,No
Moths,Sphinx Moths,Sequoia Sphinx,Sphinx sequoiae,#N/A,130,4,,,,,,,,,,,,No
Birds,Water & Shorebirds,Least Storm-Petrel,Hydrobates microsoma,#N/A,88,4,,,,,,,,,,,,No
Flowers,Monkeyflowers,Broadtooth Monkeyflower,Erythranthe latidens,#N/A,19,4,,,,,,,,,,,,No
Moths,Sphinx Moths,Blinded Sphinx,Paonias excaecata,#N/A,16,4,,,,,,,,,,,,No
Flowers,Monkeyflowers,Largeflower Bush Monkeyflower,Diplacus grandiflorus,#N/A,797,5,,,,,,,,,,,,No
Birds,Passerines,Northern Shrike,Lanius borealis,2026-02-15,84,0,,,,,,,,,,,,
Moths,Sphinx Moths,Five-spotted Hawk Moth,Manduca quinquemaculatus,#N/A,317,5,,,,,SNE,,,,,,,No
Damselflies,Narrow-winged,Western Red Damsel,Amphiagrion abbreviatum,#N/A,234,5,,,,,SNE,6,,,,,,No
Butterflies,Swallowtails,Indra Swallowtail,Papilio indra,#N/A,207,5,,,,,,,,,,,,No
Dragonflies,Darners,Giant Darner,Anax walsinghami,#N/A,131,5,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Feather Aeolid,Fiona pinnata,#N/A,99,5,,,,,,,,,,,,Yes
Dragonflies,Petaltails,Black Petaltail,Tanypteryx hageni,#N/A,270,6,,,,,,,,,,,,No
Nudibranchs,Doridina,Mimic Dorid,Baptodoris mimetica,#N/A,186,6,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Phoenix Aeolid,Cuthona phoenix,#N/A,145,6,,,,,,,,,,,,Yes
Moths,Sphinx Moths,Ello Sphinx,Erinnyis ello,#N/A,93,6,,,,,,,,,,,,No
Turtles,Mud & Musk Turtles,Eastern Musk Turtle,Sternotherus odoratus,#N/A,15,6,,,,,,,,,,,,No
Birds,Water & Shorebirds,Guadalupe Murrelet,Synthliboramphus hypoleucus,#N/A,78,7,,,,,,,,,,,,No
Birds,Water & Shorebirds,Murphy's Petrel,Pterodroma ultima,#N/A,56,7,,,,,,,,,,,,No
Lizards,Dragons,Central Bearded Dragon,Pogona vitticeps,#N/A,19,7,,,,,,,,,,,,No
Mammals,New World Porcupines,North American Porcupine,Erethizon dorsatum,#N/A,227,8,,,,,,,,,,,,No
Salamanders,Lungless Salamanders,Wandering Salamander,Aneides vagrans,#N/A,"1,291",9,,,,,,,,,,,,No
Lizards,Whiptails & Tegus,Sonoran Spotted Whiptail,Aspidoscelis sonorae,#N/A,328,9,,,,,,,,,,,,No
Turtles,Softshell & Flapshell Turtles,Florida Softshell Turtle,Apalone ferox,#N/A,149,9,,,,,,,,,,,,No
Mammals,Voles & Muskrats,Sonoma Tree Vole,Arborimus pomo,#N/A,62,9,,,,,,,,,,,,No
Nudibranchs,Doridina,Freckled Ancula,Ancula lentiginosa,#N/A,297,10,,,,,,,,,,,,Yes
Flowers,Monkeyflowers,Rockjasmine Monkeyflower,Erythranthe androsacea,#N/A,209,10,,,,,,,,,,,,No
Flowers,Orchids,Yadon's Rein Orchid,Platanthera yadonii,#N/A,203,10,,,,,,,,,,,,No
Birds,Water & Shorebirds,Leach's Storm-Petrel,Hydrobates leucorhous,#N/A,197,10,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,Painted Turtle,Chrysemys picta,2024-06-22,76,40,,,,,,,,,,,,No
Turtles,Typical Sea Turtles,Olive Ridley Sea Turtle,Lepidochelys olivacea,#N/A,17,10,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Colorful Aeolid,Anteaeolidiella chromosoma,#N/A,722,11,,,,,,,,,,,,Yes
Mammals,Kangaroo Rats,Heermann's Kangaroo Rat,Dipodomys heermanni,#N/A,132,11,,,,,,,,,,,,No
Salamanders,Mole Salamanders,Northwestern Salamander,Ambystoma gracile,#N/A,"1,256",12,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,Southwestern Pond Turtle,Actinemys pallida,#N/A,"1,125",12,,,,,,,,,,,,No
Flowers,Bellflowers,San Gabriel Bluecup,Githopsis diffusa,#N/A,131,12,,,,,,,,,,,,No
Flowers,Monkeyflowers,Pulsifer's Monkey-Flower,Erythranthe pulsiferae,#N/A,109,12,,,,,,,,,,,,No
Damselflies,Narrow-winged,Aztec Dancer,Argia nahuana,#N/A,70,12,,,,,,,,,,,,No
Moths,Emperor Moths,Mendocino Silk Moth,Calosaturnia mendocino,#N/A,33,12,,,,,,,,,,,,No
Flowers,Violets,Banks' Violet,Viola banksii,#N/A,29,12,,,,,,,,,,,,No
Dragonflies,Clubtails,Gray Sanddragon,Progomphus borealis,#N/A,379,13,,,,,,,,,,,,No
Flowers,Orchids,Alaska Rein Orchid,Platanthera unalascensis,#N/A,276,13,,,,,,,,,,,,No
Nudibranchs,Doridina,Odhner's Dorid,Doris odhneri,#N/A,129,13,,,,,,,,,,,,Yes
Damselflies,Narrow-winged,Swift Forktail,Ischnura erratica,#N/A,69,13,,,,,,,,,,,,No
Butterflies,Hairstreaks,Gold-hunter's Hairstreak,Satyrium auretorum,#N/A,310,14,,,,,,,,,,,,No
Moths,Sphinx Moths,Western Poplar Sphinx,Pachysphinx occidentalis,#N/A,261,14,,,,,,,,,,,,No
Flowers,Orchids,Whiteflower Rein Orchid,Platanthera ephemerantha,#N/A,63,14,,,,,,,,,,,,No
Birds,Passerines,Crissal Thrasher,Toxostoma crissale,2022-04-29,69,0,,,,,,,,,,,,
Flowers,Hellebores & Trilliums,Meadow Deathcamas,Toxicoscordion venenosum,#N/A,233,15,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,False Map Turtle,Graptemys pseudogeographica,#N/A,73,15,,,,,,,,,,,,No
Flowers,Lobelias,Legenere,Legenere valdiviana,#N/A,27,15,,,,,,,,,,,,No
Flowers,Monkeyflowers,Purple-stemmed Monkeyflower,Erythranthe floribunda,#N/A,738,17,,,,,,,,,,,,No
Damselflies,Spreadwings & Allies,Great Spreadwing,Archilestes grandis,#N/A,164,17,,,,,,,,,,,,No
Lizards,Wall Lizards,Italian Wall Lizard,Podarcis siculus,#N/A,964,18,,,,,,,,,,,,No
Mammals,Rorquals,Common Minke Whale,Balaenoptera acutorostrata,#N/A,68,18,,,,,,,,,,,,Yes
Turtles,Pond & Box Turtles,Ouachita Map Turtle,Graptemys ouachitensis,#N/A,62,19,,,,,,,,,,,,No
Flowers,Monkeyflowers,Small-flowered Monkeyflower,Erythranthe inconspicua,#N/A,51,19,,,,,,,,,,,,No
Mammals,Kangaroo Rats,California Kangaroo Rat,Dipodomys californicus,#N/A,105,20,,,,,,,,,,,,No
Butterflies,Skipperlings,Western Arctic Skipper,Carterocephalus skada,2024-07-18,63,8,,,,,,,,,,,,No
Nudibranchs,Doridina,Rabbit Dorid,Crimora coneja,#N/A,78,20,,,,,,,,,,,,Yes
Nudibranchs,Doridina,Fuzzy Onchidoris,Onchidoris muricata,#N/A,72,20,,,,,,,,,,,,Yes
Flowers,Clarkia,Vine Hill Clarkia,Clarkia imbricata,#N/A,20,20,,,,Vine Hill Preserve (Sebastopol area),SnFrB,7,,,,,,No
Lizards,Glass & Alligator Lizards,Northern Legless Lizard,Anniella pulchra,#N/A,438,21,,,,,,,,,,,,No
Turtles,Pond & Box Turtles,Florida Red-bellied Cooter,Pseudemys nelsoni,#N/A,58,21,,,,,,,,,,,,No
Butterflies,Checkerspots & Anglewings,Green Comma,Polygonia faunus,2024-07-18,62,5,,,,,,,,,,,,No
Mammals,True Sperm Whales,Sperm Whale,Physeter macrocephalus,#N/A,26,21,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,White-lined Dirona,Dirona albolineata,#N/A,362,22,,,,,,,,,,,,Yes
Flowers,Monkeyflowers,Scouler's Monkeyflower,Erythranthe scouleri,#N/A,22,22,,,,,,,,,,,,No
Mammals,Porpoises,Dall's Porpoise,Phocoenoides dalli,2025-08-24,60,39,,,,,,,,,,,,Yes
Turtles,Pond & Box Turtles,River Cooter,Pseudemys concinna,2024-07-03,60,30,,,,,,,,,,,,No
Flowers,Larkspurs,Eldorado Larkspur,Delphinium hansenii,#N/A,234,23,,,,,,,,,,,,
Snakes,Colubrid Snakes,Long-nosed Snake,Rhinocheilus lecontei,#N/A,976,24,,,,,DMoj,5,PR,5,,,,No
Dragonflies,Clubtails,Olive Clubtail,Stylurus olivaceus,#N/A,52,25,,,,,,,,,,,,No
Mammals,Mice & Rats,Pinyon Deermouse,Peromyscus truei,#N/A,59,26,,,,,,,,,,,,No
Flowers,Bellflowers,Venus's Looking-Glass,Triodanis biflora,#N/A,229,27,,,,,,,,,,,,No
Turtles,Leatherback Sea Turtles,Leatherback Sea Turtle,Dermochelys coriacea,#N/A,29,27,,,,,,,,,,,,Yes
Turtles,Snapping Turtles,Common Snapping Turtle,Chelydra serpentina,#N/A,102,28,,,,,,,,,,,,No
Butterflies,Spread-wing Skippers,Sleepy Duskywing,Erynnis brizo,#N/A,205,29,4,,,,,,,,,,,No
Mammals,Shrews,Ornate Shrew,Sorex ornatus,#N/A,89,29,,,,,,,,,,,,No
Mammals,Kangaroo Rats,Narrow-faced Kangaroo Rat,Dipodomys venustus,#N/A,36,29,,,,,,,,,,,,No
Dragonflies,Skimmers,Pale-faced Clubskimmer,Brechmorhoga mendax,#N/A,249,30,,,,,,,,,,,,No
Birds,Water & Shorebirds,Flesh-footed Shearwater,Ardenna carneipes,#N/A,92,30,,,,,,,,,,,,No
Dragonflies,Cruisers,Western River Cruiser,Macromia magnifica,#N/A,131,31,,,,,,,,,,,,No
Flowers,Monkeyflowers,Field Monkey-Flower,Erythranthe arvensis,#N/A,88,31,,,,,,,,,,,,No
Butterflies,Hairstreaks,Thicket Hairstreak,Callophrys spinetorum,#N/A,149,32,6,,,,,,,,,,,No
Butterflies,Whites,California Marble,Euchloe hyantis,#N/A,107,32,4,,,,,,,,,,,No
Mammals,Shrews,Trowbridge's Shrew,Sorex trowbridgii,#N/A,104,32,,,,,,,,,,,,No
Mammals,Pocket Mice,California Pocket Mouse,Chaetodipus californicus,#N/A,145,34,,,,,,,,,,,,No
Mammals,Mice & Rats,California Mouse,Peromyscus californicus,#N/A,87,37,,,,,,,,,,,,No
Mammals,Raccoons & Coatis,Ringtail,Bassariscus astutus,#N/A,456,38,,,,,,,,,,,,No
Nudibranchs,Doridina,Hudson's Horned Dorid,Acanthodoris hudsoni,#N/A,230,38,,,,,,,,,,,,Yes
Birds,Water & Shorebirds,Ancient Murrelet,Synthliboramphus antiquus,#N/A,204,38,,,,,,,,,,,,No
Dragonflies,Clubtails,Sinuous Snaketail,Ophiogomphus occidentis,#N/A,110,38,,,,,,,,,,,,No
Mammals,Mice & Rats,Salt Marsh Harvest Mouse,Reithrodontomys raviventris,#N/A,38,38,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Giant Nudibranch,Dendronotus iris,#N/A,450,39,,,,,,,,,,,,Yes
Snakes,Colubrid Snakes,Western Black-headed Snake,Tantilla planiceps,#N/A,420,40,,,,,,,,,,,,No
Butterflies,Fritillaries & Longwings,Variegated Fritillary,Euptoieta claudia,2024-03-16,51,2,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Morro Bay Aeolid,Emarcusia morroensis,#N/A,128,41,,,,,,,,,,,,Yes
Snakes,Colubrid Snakes,Giant Garter Snake,Thamnophis gigas,#N/A,69,41,,,,,,,,,,,,No
Butterflies,Blues,Square-spotted Blue,Euphilotes battoides,2025-05-18,49,0,,,,,,,,,,,,No
Snakes,Colubrid Snakes,Western Glossy Snake,Arizona occidentalis,#N/A,"1,494",42,,,,,DMoj,"5,9",,,,,,No
Nudibranchs,Cladobranchia,Cooper's Aeolid,Orienthella cooperi,#N/A,592,42,,,,,,,,,,,,Yes
Nudibranchs,Doridina,Steinberg's Corambe,Corambe steinbergae,#N/A,326,45,,,,,,,,,,,,Yes
Mammals,Mustelids,American Short-tailed Weasel,Mustela richardsonii,2026-02-15,48,13,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Tenellia spadix,Tenellia spadix,#N/A,128,45,,,,,,,,,,,,Yes
Nudibranchs,Doridina,Red Aldisa,Aldisa sanguinea,#N/A,485,49,,,,,,,,,,,,Yes
Nudibranchs,Doridina,Northern Leopard Dorid,Diaulula odonoghuei,#N/A,241,49,,,,,,,,,,,,Yes
Mammals,Skunks,Western Spotted Skunk,Spilogale gracilis,#N/A,345,50,,,,,,,,,,,,No
Flowers,Bellflowers,Western Pearlflower,Heterocodon rariflorus,#N/A,279,52,6,,,,SnFrB,6,,,,,Yes,No
Flowers,Threadplants,Mountain Threadplant,Nemacladus montanus,#N/A,61,52,5,,,Del Puerto Canyon Rd,SnFrB,5,,,,,,No
Salamanders,Mole Salamanders,Western Tiger Salamander,Ambystoma mavortium,2025-08-01,46,0,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Lost Cuthona,Cuthona perca,#N/A,52,52,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Misaki Aeolid,Leostyletus misakiensis,#N/A,53,53,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Green Balloon Aeolid,Eubranchulus olivaceus,#N/A,308,54,,,,,,,,,,,,Yes
Butterflies,Spread-wing Skippers,Small Checkered-Skipper,Pyrgus scriptura,#N/A,167,54,6,,,,,,,,,,,No
Butterflies,Spread-wing Skippers,Dreamy Duskywing,Erynnis icelus,2025-05-06,44,0,,,,,,,,,,,,No
Mammals,Shrews,Vagrant Shrew,Sorex vagrans,#N/A,125,54,,,,,,,,,,,,No
Nudibranchs,Doridina,Yellow-spotted Cadlina,Cadlina flavomaculata,#N/A,"1,490",55,,,,LA/SD,,,,,,,,Yes
Nudibranchs,Doridina,Los Angeles Goniodorid,Bermudella angelensis,#N/A,571,55,,,,,,,,,,,,Yes
Flowers,Orchids,Narrow-petaled Rein-Orchid,Platanthera leptopetala,#N/A,98,55,5,,,,,,,,,,,No
Nudibranchs,Doridina,Flat Goniodorid,Ceratodoris plana,#N/A,55,55,10,,,,CCo,10,,,,,,Yes
Moths,Sphinx Moths,Great Ash Sphinx,Sphinx chersis,#N/A,370,56,,,,,,,,,,,,No
Flowers,Bellflowers,Griffin's Bellflower,Ravenella griffinii,#N/A,58,56,6,,,,SnFrB,6,,,,,Yes,No
Flowers,Monkeyflowers,False Monkeyflower,Mimetanthe pilosa,#N/A,"1,235",57,7,,,,SnFrB,7,,,,,,No
Mammals,Oceanic Dolphins,Northern Right Whale Dolphin,Lissodelphis borealis,#N/A,109,57,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Chocolate Aeolid,Margina cocoachroma,#N/A,80,57,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Doto urak,Doto urak,#N/A,737,58,,,,,,,,,,,,Yes
Nudibranchs,Doridina,Dark-spot Cadlina,Cadlina sparsa,#N/A,582,58,,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Hooded Nudibranch,Melibe leonina,#N/A,"1,092",59,,,,,,,,,,,,Yes
Flowers,Monkeyflowers,Bolander's Monkeyflower,Diplacus bolanderi,#N/A,300,59,5,,,,SnFrB,5,,,,,,No
Nudibranchs,Doridina,Janna's Dorid,Atalodoris jannae,#N/A,80,59,,,,,,,,,,,,Yes
Damselflies,Narrow-winged,San Francisco Forktail,Ischnura gemina,#N/A,59,59,6,,,,,,,,,,,No
Flowers,Beardtongues,Rattan's Beardtongue,Penstemon rattanii,#N/A,82,61,6,,,,,,,,,,,
Lizards,Typical Geckos,Mediterranean Gecko,Hemidactylus turcicus,#N/A,"1,735",62,,,,JTree,,,,,,,,No
Dragonflies,Skimmers,Autumn Meadowhawk,Sympetrum vicinum,2023-11-19,40,0,,,,,,,,,,,,No
Flowers,Larkspurs,San Bernardino Larkspur,Delphinium parryi,#N/A,958,66,5,,,,,,,,,,,
Nudibranchs,Cladobranchia,White-and-orange-tipped Nudibranch,Antiopella fusca,#N/A,262,70,8,,,Coleman Beach (north of Bodega Bay),CCo,8,,,,,,Yes
Nudibranchs,Cladobranchia,Price's Aeolid,Apata pricei,#N/A,872,71,12,,,,,,,,,,,Yes
Dragonflies,Clubtails,Bison Snaketail,Ophiogomphus bison,#N/A,295,74,5,,,,SnFrB,5,,,,,,No
Flowers,Monkeyflowers,Bare Monkeyflower,Erythranthe nudata,#N/A,95,76,4,,,,SnFrB,4,,,,,,No
Nudibranchs,Cladobranchia,Spanish Shawl,Flabellinopsis iodinea,#N/A,"3,986",80,11,,,,CCo,11,,,,,,Yes
Flowers,Lobelias,Sierra Calicoflower,Downingia montana,2026-06-10,39,0,,,,,,,,,,,,No
Butterflies,Whites,Spring White,Pontia sisymbrii,#N/A,403,80,5,,,,SnFrB,5,SNE,6,,,,No
Nudibranchs,Cladobranchia,Hancock's Nudibranch,Hancockia californica,#N/A,269,80,7,,,,CCo,7,,,,,,Yes
Flowers,Hellebores & Trilliums,Green False Hellebore,Veratrum viride,2024-07-17,38,0,,,,,KR,"7,8",,,,,,No
Nudibranchs,Doridina,Pacific Corambe,Corambe pacifica,#N/A,764,81,12,,,,,,,,,,,Yes
Nudibranchs,Cladobranchia,Cockscomb Nudibranch,Antiopella barbarensis,#N/A,"1,746",84,10,,,,CCo,10,,,,,,Yes
Moths,Sphinx Moths,Elegant Sphinx,Sphinx perelegans,#N/A,812,86,7,,,,SnFrB,7,SNE,6,,,Yes,No
Butterflies,Admirals & Allies,Weidemeyer's Admiral,Limenitis weidemeyerii,2025-08-01,37,0,,,,,,,,,,,,No
Dragonflies,Darners,Walker's Darner,Aeshna walkeri,#N/A,214,86,10,,,,SnFrB,10,,,,,,No
Flowers,Beardtongues,Scarlet Bugler,Penstemon centranthifolius,#N/A,5490,88,4,,,South Lime Ridge Labyrinth (Mt Diablo area),,,,,,,,
Butterflies,Fritillaries & Longwings,Unsilvered Fritillary,Argynnis adiaste,#N/A,124,92,7,,,Grizzly Flat Trail (Santa Cruz Mtns),SnFrB,7,,,,,Yes,No
Mammals,Mice & Rats,Western Harvest Mouse,Reithrodontomys megalotis,#N/A,286,93,9,,,,SnFrB,9,,,,,,No
Flowers,True Lilies,Adobe Lily,Fritillaria pluriflora,#N/A,522,96,3,,,,SnFrB,3,,,,,,No
Mammals,Squirrels,Panamint Chipmunk,Neotamias panamintinus,2025-05-18,34,0,,,,,,,,,,,,No
Flowers,Monkeyflowers,Congdon's Monkeyflower,Diplacus congdonii,#N/A,160,100,3,,,,SnFrB,3,,,,,,No
Flowers,Bellflowers,Chaparral Harebell,Ravenella exigua,#N/A,106,101,5,,,,SnFrB,5,,,,,,No
Flowers,Monkeyflowers,Purplelip Pansy Monkeyflower,Diplacus angustatus,#N/A,201,102,4,,,,SnFrB,4,,,,,,No
Damselflies,Narrow-winged,Arroyo Bluet,Enallagma praevarum,#N/A,244,103,5,,,,SnFrB,5,,,,,,No
Flowers,Clarkia,Waltham Creek Clarkia,Clarkia modesta,#N/A,121,104,5,,,,SnFrB,5,SCoR,5,,,,No
Flowers,Monkeyflowers,Layne's Monkeyflower,Diplacus layneae,#N/A,637,106,5,,,,SnFrB,5,,,,,,No
Flowers,Orchids,California Lady's Slipper,Cypripedium californicum,#N/A,749,109,5,,,,SnFrB,5,,,,,,No
Flowers,Lobelias,Folded Calicoflower,Downingia ornatissima,#N/A,252,109,5,,,Near Mather (Sac area),SnFrB,5,,,,,,No
Salamanders,Lungless Salamanders,Gabilan Mountains Slender Salamander,Batrachoseps gavilanensis,#N/A,694,117,3,,,,SnFrB,3,,,,,,No
Nudibranchs,Cladobranchia,Baba's Festive Aeolid,Babakina festiva,#N/A,494,117,6,,,,CCo,6,,,,,,Yes
Flowers,Lobelias,Toothed Calicoflower,Downingia cuspidata,#N/A,729,118,5,,,Lake Ilsanjo (North Bay),SnFrB,5,,,,,,No
Flowers,Larkspurs,Swamp Larkspur,Delphinium uliginosum,#N/A,168,124,5,,,McLaughlin Natural Reserve (North Bay),,,,,,,,
Butterflies,Spread-wing Skippers,Common Sootywing,Pholisora catullus,#N/A,191,126,8,,,,SnFrB,8,SNE,6,,,,No
Frogs & Toads,North American Spadefoots,Western Spadefoot,Spea hammondii,#N/A,"2,073",128,2,,,,SnFrB,2,,,,,,No
Butterflies,Fritillaries & Longwings,Pacific Fritillary,Boloria epithore,#N/A,908,133,6,,,,SnFrB,6,,,,,Yes,No
Flowers,Bellflowers,Common Bluecup,Githopsis specularioides,#N/A,278,136,4,,,,SnFrB,4,,,,,,No
Turtles,Softshell & Flapshell Turtles,Spiny Softshell,Apalone spinifera,#N/A,865,137,3,,,,SnFrB,3,,,,,,No
Mammals,Mice & Rats,Western Deer Mouse,Peromyscus sonoriensis,#N/A,350,142,5,,,,SnFrB,5,,,,,,No
Flowers,True Lilies,Talus Fritillary,Fritillaria falcata,#N/A,183,143,4,,,,SnFrB,4,,,,,,No
Flowers,Mariposa Lilies,The Cedars Fairy-Lantern,Calochortus raichei,#N/A,144,144,6,,,,SnFrB,6,,,,,Yes,No
Dragonflies,Skimmers,Red-veined Meadowhawk,Sympetrum madidum,#N/A,358,149,5,,,,SnFrB,5,,,,,,No
Damselflies,Spreadwings & Allies,California Spreadwing,Archilestes californicus,#N/A,664,150,10,,,,SnFrB,10,,,,,,No
Moths,Sphinx Moths,Pacific Green Sphinx,Proserpinus lucidus,#N/A,906,157,1,,,,SnFrB,1,,,,,,No
Flowers,True Lilies,California Fawn Lily,Erythronium californicum,#N/A,684,166,3,,,,SnFrB,3,,,,,,No
Flowers,True Lilies,Stinkbells,Fritillaria agrestis,#N/A,398,170,3,,,,SnFrB,3,,,,,,No
Flowers,True Lilies,Redwood Lily,Lilium rubescens,#N/A,490,172,6,,,,SnFrB,6,,,,,Yes,No
Butterflies,Hairstreaks,Moss's Elfin,Callophrys mossii,#N/A,238,172,3,,,,SnFrB,3,,,,,,No
Nudibranchs,Cladobranchia,Seal Doto,Doto kya,#N/A,548,179,6,,,,CCo,6,,,,,,Yes
Snakes,Colubrid Snakes,Coast Night Snake,Hypsiglena ochrorhynchus,#N/A,"1,334",181,5,,,,SnFrB,5,SCo,4,,,,No
Nudibranchs,Cladobranchia,White-crusted Aeolid,Tenellia albocrusta,#N/A,756,182,6,,,,CCo,6,,,,,,Yes
Butterflies,Blues,Sonoran Blue,Philotes sonorensis,#N/A,643,187,2,,,,SnFrB,2,,,,,,No
Butterflies,Hairstreaks,Muir's Hairstreak,Callophrys muiri,#N/A,196,187,5,,,Look for Sargent Cypress groves on Mt Tam,SnFrB,5,,,,,,No
Dragonflies,Skimmers,Red Rock Skimmer,Paltothemis lineatipes,#N/A,"1,553",190,6,,,Sunol Regional Wilderness,SnFrB,6,,,,,Yes,No
Mammals,Squirrels,Rock Squirrel,Otospermophilus variegatus,2024-04-08,26,0,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Festive Tritonid,Tritonia festiva,#N/A,857,197,6,,,,CCo,6,,,,,,Yes
Salamanders,Mole Salamanders,Long-toed Salamander,Ambystoma macrodactylum,#N/A,678,198,5,,,,SnFrB,5,,,,,,No
Butterflies,Yellows & Sulphurs,Clouded Sulphur,Colias philodice,2024-06-27,25,1,,,,,,,,,,,,No
Nudibranchs,Doridina,Yellow-edged Cadlina,Cadlina luteomarginata,#N/A,651,204,12,,,,CCo,12,,,,,,Yes
Butterflies,Hairstreaks,Great Purple Hairstreak,Atlides halesus,#N/A,"1,109",205,10,,,,SnFrB,10,,,,,,No
Flowers,Monkeyflowers,Shy Monkeyflower,Erythranthe nasuta,#N/A,"1,603",219,4,,,,SnFrB,4,,,,,,No
Flowers,Clarkia,Chaparral Clarkia,Clarkia affinis,#N/A,250,221,5,,,,SnFrB,5,,,,,,No
Flowers,True Lilies,Coast Lily,Lilium maritimum,#N/A,332,232,6,,,Mendocino,SnFrB,6,,,,,Yes,No
Nudibranchs,Doridina,Chan's Dorid,Hallaxa chani,#N/A,297,237,7,,,,CCo,7,,,,,,Yes
Dragonflies,Skimmers,Cherry-faced Meadowhawk,Sympetrum internum,2024-07-21,22,0,,,,,,,,,,,,No
Snakes,Colubrid Snakes,California Mountain Kingsnake,Lampropeltis zonata,#N/A,838,238,5,,,,SnFrB,5,,,,,,No
Flowers,Monkeyflowers,Utah Monkeyflower,Erythranthe utahensis,2026-06-11,21,0,,,,,,,,,,,,No
Flowers,Lobelias,Dwarf Calicoflower,Downingia pusilla,#N/A,253,243,4,,,,SnFrB,4,,,,,,No
Butterflies,Checkerspots & Anglewings,Anicia Checkerspot,Euphydryas anicia,2026-06-13,20,0,,,,,,,,,,,,No
Nudibranchs,Cladobranchia,Rose-pink Cuthona,Cuthona divae,#N/A,388,244,5,,,,CCo,5,,,,,,Yes
Mammals,Old World Mice & Rats,House Mouse,Mus musculus,#N/A,623,255,10,,,,SnFrB,10,,,,,,No
Flowers,Clarkia,Fairy Fans,Clarkia breweri,#N/A,338,261,5,,,,SnFrB,5,,,,,,No
Flowers,Hellebores & Trilliums,Common Beargrass,Xerophyllum tenax,#N/A,"1,129",274,5,,,,SnFrB,5,,,,,,No
Flowers,True Lilies,Purdy's Fritillary,Fritillaria purdyi,#N/A,705,283,4,,,,SnFrB,4,,,,,,No
Flowers,Larkspurs,Coastal Larkspur,Delphinium decorum,#N/A,335,283,4,,,,,,,,,,,
Nudibranchs,Cladobranchia,Shiny Aeolid,Tenellia fulgens,#N/A,356,287,6,,,,CCo,6,,,,,,Yes
Mammals,Pocket Gophers,Northern California Pocket Gopher,Megascapheus laticeps,#N/A,357,289,5,,,,,,,,,,,No
